1,48.4324028,37.6805853
2,48.4324067,37.6819365
3,48.4324093,37.6828351
4,48.4320072,37.6833586
5,48.4312018,37.6839594
6,48.4303964,37.6845602
7,48.4297661,37.6850302
8,48.4290982,37.6850644
9,48.4282273,37.6847963
10,48.4279759,37.6852835
11,48.4283341,37.6865228
12,48.4286923,37.687762
13,48.4290504,37.6890013
14,48.4294086,37.6902407
15,48.4297667,37.69148
16,48.4301248,37.6927193
17,48.4304032,37.6936827
18,48.4307325,37.6946069
19,48.4311924,37.6957679
20,48.4316524,37.696929
21,48.4321123,37.69809
22,48.432538,37.6991646
23,48.4328175,37.7003224
24,48.432985,37.70165
25,48.4331526,37.7029775
26,48.4333202,37.7043051
27,48.4334877,37.7056326
28,48.4336552,37.7069602
29,48.4338227,37.7082878
30,48.4339902,37.7096154
31,48.4341246,37.7106807
32,48.4345898,37.7113435
33,48.4354189,37.7118664
34,48.4362481,37.7123893
35,48.4370772,37.7129122
36,48.4379064,37.7134351
37,48.4387355,37.713958
38,48.4395473,37.71447
39,48.4402382,37.7152323
40,48.4407655,37.7161517
41,48.4407948,37.7171609
42,48.4403856,37.7183644
43,48.4400155,37.7194531
44,48.4394992,37.720363
45,48.4387979,37.7212087
46,48.4380965,37.7220544
47,48.4373952,37.7229001
48,48.4366938,37.7237457
49,48.4359925,37.7245914
