-1,47.9650349173892,37.1292167789473
-2,47.9647497805187,37.1304857835962
-3,47.9644646308775,37.1317547747379
-4,47.9641794684659,37.1330237523718
-5,47.9638942932843,37.1342927164972
-6,47.9636091053328,37.1355616671134
-7,47.9633239046118,37.1368306042199
-8,47.9630478980473,37.1381125869517
-9,47.9627626716601,37.1393814971969
-10,47.9624774325044,37.1406503939302
-11,47.9621921805803,37.1419192771511
-12,47.9619069158882,37.1431881468589
-13,47.9616216384283,37.1444570030528
-14,47.961336348201,37.1457258457324
-15,47.9610510452066,37.1469946748968
-16,47.9607657294452,37.1482634905454
-17,47.9606652047558,37.1487223248474
-18,47.9603162957472,37.1499532243596
-19,47.9599673746842,37.1511841076982
-20,47.9596094518859,37.1524152954526
-21,47.9592605067096,37.1536461462252
-22,47.9589117650194,37.1548903621434
-23,47.958562795607,37.156121180486
-24,47.958213814142,37.1573519826528
-25,47.9581198784251,37.1576632656995
-26,47.9583821356108,37.1583099942801
-27,47.9580423375965,37.1595538400163
-28,47.9576933226448,37.1607846079143
-29,47.9573535001531,37.1620284217125
-30,47.9570134507047,37.1632588387119
-31,47.9566736037425,37.1645026207898
-32,47.9563245403441,37.1657333244661
-33,47.9559846689073,37.1669770746023
