À300,48.384669,37.858041
À301,48.384389,37.857168
À302,48.385357,37.856843
À303,48.385677,37.856164
À304,48.385578,37.855238
À305,48.385146,37.855618
À306,48.384963,37.856426
À307,48.384643,37.856258
À308,48.384913,37.85528
À309,48.384454,37.855287
À310,48.384352,37.855763
À311,48.384207,37.856214
À312,48.383784,37.857535
À313,48.383887,37.856714
À314,48.38382,37.855943
À315,48.384086,37.855707
À316,48.384123,37.855253
À317,48.383839,37.855162
À318,48.383513,37.855198
À319,48.383495,37.85582
À320,48.383443,37.856674
À321,48.383305,37.857463
À322,48.382857,37.858049
À323,48.382769,37.857647
À324,48.382313,37.857891
À325,48.38237,37.856572
À326,48.383099,37.854859
À327,48.383072,37.855267
À328,48.383039,37.856028
À329,48.382732,37.85603
À330,48.382793,37.85549
À331,48.382828,37.855095
À332,48.382463,37.855006
À333,48.382433,37.855462
À334,48.38239,37.855998
À335,48.382063,37.855957
À336,48.382123,37.855251
À337,48.382172,37.854822
À338,48.381716,37.854979
À339,48.381676,37.855645
À340,48.381814,37.856694
À341,48.381641,37.857595
À342,48.381148,37.857274
À343,48.381193,37.856749
À344,48.381228,37.856325
À345,48.381272,37.855768
À346,48.381319,37.855217
À347,48.381357,37.854735
À348,48.380995,37.854659
À349,48.380952,37.855151
À350,48.380956,37.855785
À351,48.38086,37.856353
À352,48.380814,37.856721
À353,48.3807748,37.8573097
À354,48.380471,37.85722
À355,48.380475,37.856626
À356,48.380501,37.856248
À357,48.380537,37.85575
À358,48.380558,37.855108
À359,48.380628,37.854605
À360,48.380306,37.854561
À361,48.380228,37.855064
À362,48.380182,37.855661
À363,48.380149,37.85618
À364,48.380122,37.857121
À365,48.379739,37.857016
À366,48.379778,37.856469
À367,48.379797,37.856064
À368,48.379827,37.855583
À369,48.379879,37.855075
À370,48.379915,37.854461
À371,48.379603,37.854434
À372,48.379567,37.855003
À373,48.379487,37.855621
À374,48.379389,37.856486
À375,48.378881,37.856237
À376,48.37899,37.855805
